	id	raw_category	category	count	nyu40id	eigen13id	nyuClass	nyu40class	eigen13class	ModelNet40	ModelNet10	ShapeNetCore55	synsetoffset	wnsynsetid	wnsynsetkey	mpcat40	mpcat40index	scannetid	cocomapclass	cocomapid
190	1181	case of water bottles	case of water bottles	15	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
191	195	toaster oven	toaster oven	14	40	7	toaster oven	otherprop	Objects					n04442441	toaster_oven.n.01	appliances	37.0	0	otherprop	0
192	581	music stand	music stand	14	39	6	music stand	otherfurniture	Furniture					n03801760	music_stand.n.01	furniture	36.0	0	otherprop	0
193	58	staircase	stairs	14	38	7	stairs	otherstructure	Objects					n04298308	stairway.n.01	stairs	16.0	0	otherprop	0
194	1182	coat rack	coat rack	14	40	7		otherprop	Objects					n03059103	coatrack.n.01	shelving	3.0	0	otherprop	0
195	1183	storage organizer	storage organizer	14	40	7		otherprop	Objects							shelving	3.0	0	otherprop	0
196	139	machine	machine	14	40	7	machine	otherprop	Objects					n03699975	machine.n.01	appliances	37.0	0	otherprop	0
197	1184	folded chair	folded chair	14	5	4	chair	chair	Chair	chair	chair	chair	3001627.0	n03001627	chair.n.01	chair	3.0	5	chair	5
198	1185	fire alarm	fire alarm	14	40	7		otherprop	Objects					n03343737	fire_alarm.n.02	misc	40.0	0	otherprop	0
199	156	fireplace	fireplace	13	38	7	fireplace	otherstructure	Objects					n03346455	fireplace.n.01	fireplace	27.0	0	otherprop	0
200	408	vent	vent	13	40	7		otherprop	Objects					n04526241	vent.n.01	misc	40.0	0	otherprop	0
201	213	furniture	furniture	13	39	6	furniture	otherfurniture	Furniture					n03405725	furniture.n.01	furniture	36.0	0	otherprop	0
202	1186	power strip	power strip	13	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
203	1187	calendar	calendar	13	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
204	1188	poster	poster	13	11	8	picture	picture	Picture					n03931044	picture.n.01	picture	6.0	11	otherprop	0
205	115	toilet paper holder	toilet paper holder	13	40	7	toilet paper holder	otherprop	Objects							objects	39.0	0	otherprop	0
206	1189	potted plant	potted plant	12	40	7	plant	otherprop	Objects	plant				n00017222	plant.n.02	plant	14.0	0	otherprop	0
207	304	stuffed animal	stuffed animal	12	40	7	stuffed animal	otherprop	Objects					n04399382	teddy.n.01	objects	39.0	0	otherprop	0
208	1190	luggage	luggage	12	40	7	luggage	otherprop	Objects					n02774630	baggage.n.01	objects	39.0	0	otherprop	0
209	21	curtains	curtain	12	16	13	curtain	curtain	Window	curtain				n03151077	curtain.n.01	curtain	12.0	14	curtain	12
210	312	headphones	headphones	12	40	7		otherprop	Objects					n03261776	earphone.n.01	objects	39.0	0	otherprop	0
211	233	crate	crate	12	39	6	crate	otherfurniture	Furniture					n03127925	crate.n.01	objects	39.0	0	otherprop	0
212	286	candle	candle	12	40	7	candle	otherprop	Objects	lamp				n02948072	candle.n.01	objects	39.0	0	otherprop	0
213	264	projector	projector	12	40	7	projector	otherprop	Objects					n04009552	projector.n.02	objects	39.0	0	otherprop	0
214	110	clothes dryers	clothes dryer	12	39	6		otherfurniture	Furniture					n03251766	dryer.n.01	appliances	37.0	0	otherprop	0
215	1191	mattress	mattress	12	4	1	bed	bed	Bed	bed	bed	bed	2818832.0	n02818832	bed.n.01	bed	11.0	4	bed	4
216	356	dustpan	dustpan	12	40	7		otherprop	Objects					n03259009	dustpan.n.02	objects	39.0	0	otherprop	0
217	25	drawer	drawer	11	39	6	drawer	otherfurniture	Furniture					n03233905	drawer.n.01	furniture	36.0	0	otherprop	0
218	750	rod	rod	11	40	7		otherprop	Objects			pistol	3948459.0	n03427202	gat.n.01	misc	40.0	0	otherprop	0
219	269	globe	globe	11	40	7	globe	otherprop	Objects							objects	39.0	0	otherprop	0
220	307	footrest	footrest	11	39	6	foot rest	otherfurniture	Furniture	stool				n03380724	footstool.n.01	stool	19.0	0	otherprop	0
221	410	piano bench	piano bench	11	39	6	piano bench	otherfurniture	Furniture	bench		bench	2828884.0	n02828884	bench.n.01	seating	34.0	0	otherprop	0
222	730	breakfast bar	breakfast bar	11	38	7	bar	otherstructure	Objects							counter	26.0	0	otherprop	0
223	216	step stool	step stool	11	40	7	step stool	otherprop	Objects	stool				n04315713	step_stool.n.01	stool	19.0	0	otherprop	0
224	1192	hand rail	hand rail	11	38	7	railing	otherstructure	Objects							railing	30.0	0	otherprop	0
225	119	vending machine	vending machine	11	40	7	machine	otherprop	Objects					n04525305	vending_machine.n.01	appliances	37.0	0	otherprop	0
226	682	ceiling fan	ceiling fan	11	40	7	fan	otherprop	Objects					n03320046	fan.n.01	misc	40.0	0	otherprop	0
227	434	swiffer	swiffer	11	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
228	126	foosball table	foosball table	11	39	6	foosball table	otherfurniture	Furniture	table	table	table	4379243.0	n04379243	table.n.02	table	5.0	0	otherprop	0
229	919	jar	jar	11	40	7	jar	otherprop	Objects			jar	3593526.0	n03593526	jar.n.01	objects	39.0	0	otherprop	0
230	85	footstool	footstool	11	39	6	ottoman	otherfurniture	Furniture	stool				n03380724	footstool.n.01	stool	19.0	0	otherprop	0
231	1193	folded table	folded table	10	7	10	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	table	5.0	7	table	7
232	108	round table	round table	10	7	10	table	table	Table	table	table	table	4379243.0	n04114554	round_table.n.02	table	5.0	7	table	7
233	135	hamper	hamper	10	40	7	basket	otherprop	Objects			basket	2801938.0	n03482405	hamper.n.02	objects	39.0	0	otherprop	0
234	1194	poster tube	poster tube	10	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
235	432	case	case	10	40	7	case	otherprop	Objects							objects	39.0	0	otherprop	0
236	53	carpet	carpet	10	40	7	rug	otherprop	Objects					n04118021	rug.n.01	floor	2.0	0	otherprop	0
237	1195	thermostat	thermostat	10	40	7		otherprop	Objects					n04422875	thermostat.n.01	misc	40.0	0	otherprop	0
238	111	coat	coat	10	40	7	jacket	otherprop	Objects					n03057021	coat.n.01	clothes	38.0	0	otherprop	0
239	305	water fountain	water fountain	10	38	7	water fountain	otherstructure	Objects					n03241335	drinking_fountain.n.01	misc	40.0	0	otherprop	0
240	1125	smoke detector	smoke detector	10	40	7		otherprop	Objects							misc	40.0	0	otherprop	0
241	13	pillows	pillow	9	18	7	pillow	pillow	Objects			pillow	3938244.0	n03938244	pillow.n.01	cushion	8.0	0	otherprop	0
242	1196	flip flops	flip flops	9	40	7	shoe	otherprop	Objects					n04199027	shoe.n.01	clothes	38.0	0	otherprop	0
243	1197	cloth	cloth	9	21	7	clothes	clothes	Objects					n02728440	apparel.n.01	clothes	38.0	0	otherprop	0
244	1198	banner	banner	9	40	7		otherprop	Objects					n02788021	banner.n.01	misc	40.0	0	otherprop	0
245	1199	clothes hanger	clothes hanger	9	40	7		otherprop	Objects					n03057920	coat_hanger.n.01	objects	39.0	0	otherprop	0
246	1200	whiteboard eraser	whiteboard eraser	9	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
247	378	iron	iron	9	40	7		otherprop	Objects					n03584829	iron.n.04	objects	39.0	0	otherprop	0
248	591	instrument case	instrument case	9	40	7	case	otherprop	Objects							objects	39.0	0	otherprop	0
249	49	toilet paper rolls	toilet paper	9	40	7	toilet paper	otherprop	Objects					n15075141	toilet_tissue.n.01	objects	39.0	0	otherprop	0
250	92	soap	soap	9	40	7	soap	otherprop	Objects					n04253437	soap.n.01	objects	39.0	0	otherprop	0
251	1098	block	block	9	40	7		otherprop	Objects							misc	40.0	0	otherprop	0
252	291	wall hanging	wall hanging	8	40	7		otherprop	Objects					n03491178	hanging.n.01	picture	6.0	0	otherprop	0
253	1063	kitchen island	kitchen island	8	38	7	kitchen island	otherstructure	Objects					n03620600	kitchen_island.n.01	counter	26.0	0	otherprop	0
254	107	pipes	pipe	8	38	7		otherstructure	Objects							misc	40.0	0	otherprop	0
255	1135	toothbrush	toothbrush	8	40	7	toothbrush	otherprop	Objects					n04453156	toothbrush.n.01	objects	39.0	0	otherprop	0
256	189	shirt	shirt	8	40	7		otherprop	Objects					n04197391	shirt.n.01	clothes	38.0	0	otherprop	0
257	245	cutting board	cutting board	8	40	7	cutting board	otherprop	Objects					n03025513	chopping_board.n.01	objects	39.0	0	otherprop	0
258	194	vase	vase	8	40	7	vase	otherprop	Objects	vase		jar	3593526.0	n04522168	vase.n.01	objects	39.0	0	otherprop	0
259	1201	shower control valve	shower control valve	8	38	7		otherstructure	Objects					n04208936	shower.n.01	shower	23.0	0	otherprop	0
260	386	exercise machine	exercise machine	8	40	7	machine	otherprop	Objects							gym_equipment	33.0	0	otherprop	0
261	1202	compost bin	compost bin	8	39	6	garbage bin	otherfurniture	Furniture			trash_bin	2747177.0	n02747177	ashcan.n.01	objects	39.0	0	otherprop	0
262	857	shorts	shorts	8	40	7	shorts	otherprop	Objects							clothes	38.0	0	otherprop	0
263	452	tire	tire	8	40	7		otherprop	Objects					n04440749	tire.n.01	objects	39.0	0	otherprop	0
264	1203	teddy bear	teddy bear	7	40	7	stuffed animal	otherprop	Objects					n04399382	teddy.n.01	objects	39.0	0	otherprop	0
265	346	bathrobe	bathrobe	7	40	7		otherprop	Objects					n02807616	bathrobe.n.01	clothes	38.0	0	otherprop	0
266	152	handrail	handrail	7	38	7	railing	otherstructure	Objects					n02788148	bannister.n.02	railing	30.0	0	otherprop	0
267	83	faucet	faucet	7	40	7	faucet	otherprop	Objects			faucet	3325088.0	n03325088	faucet.n.01	misc	40.0	0	otherprop	0
268	1204	pantry wall	pantry wall	7	1	12	wall	wall	Wall					n04546855	wall.n.01	wall	1.0	1	wall	1
269	726	thermos	thermos	7	40	7	flask	otherprop	Objects	bottle		bottle	2876657.0	n04422727	thermos.n.01	objects	39.0	0	otherprop	0
270	61	rug	rug	7	40	7	rug	otherprop	Objects					n04118021	rug.n.01	floor	2.0	0	otherprop	0
271	39	couch cushions	cushion	7	18	7	pillow	pillow	Objects					n03151500	cushion.n.03	cushion	8.0	0	otherprop	0
272	1117	tripod	tripod	7	39	6	stand	otherfurniture	Furniture					n04485082	tripod.n.01	objects	39.0	0	otherprop	0
273	540	mailbox	mailbox	7	29	7	box	box	Objects			mailbox	3710193.0	n03710193	mailbox.n.01	misc	40.0	0	otherprop	0
274	1205	tupperware	tupperware	7	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
275	415	shoe rack	shoe rack	7	40	7	shoe rack	otherprop	Objects							shelving	31.0	0	otherprop	0
276	31	towels	towel	6	27	7	towel	towel	Objects					n04459362	towel.n.01	towel	20.0	0	otherprop	0
277	1206	beer bottles	beer bottle	6	40	7	bottle	otherprop	Objects	bottle		bottle	2876657.0	n02876657	bottle.n.01	objects	39.0	0	otherprop	0
278	153	treadmill	treadmill	6	39	6	treadmill	otherfurniture	Furniture					n04477387	treadmill.n.01	gym_equipment	33.0	0	otherprop	0
279	1207	salt	salt	6	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
280	129	chest	chest	6	39	6	chest	otherfurniture	Furniture	dresser	dresser					chest_of_drawers	13.0	0	otherprop	0
281	220	dispenser	dispenser	6	40	7		otherprop	Objects					n03210683	dispenser.n.01	objects	39.0	0	otherprop	0
282	1208	mirror doors	mirror door	6	8	12	door	door	Wall	door				n03221720	door.n.01	door	4.0	8	door	8
283	231	remote	remote	6	40	7		otherprop	Objects			remote_control	4074963.0	n04074963	remote_control.n.01	objects	39.0	0	otherprop	0
284	1209	folded ladder	folded ladder	6	39	6	ladder	otherfurniture	Furniture	stairs				n03632277	ladder.n.01	misc	40.0	0	otherprop	0
285	39	cushion	cushion	6	18	7	pillow	pillow	Objects					n03151500	cushion.n.03	cushion	8.0	0	otherprop	0
286	1210	carton	carton	6	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
287	117	step	step	6	38	7		otherstructure	Objects					n04314914	step.n.04	misc	40.0	0	otherprop	0
288	822	drying rack	drying rack	6	39	6	drying rack	otherfurniture	Furniture							shelving	31.0	0	otherprop	0
289	238	slippers	slipper	6	40	7	shoe	otherprop	Objects					n04241394	slipper.n.01	clothes	38.0	0	otherprop	0
290	143	pool table	pool table	6	39	6	pool table	otherfurniture	Furniture	table	table	table	4379243.0	n03982430	pool_table.n.01	table	5.0	0	otherprop	0
291	1211	soda stream	soda stream	6	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
292	228	toilet brush	toilet brush	6	40	7	toilet brush	otherprop	Objects							objects	39.0	0	otherprop	0
293	494	loft bed	loft bed	6	4	1	bed	bed	Bed	bed	bed	bed	2818832.0	n02818832	bed.n.01	bed	11.0	4	bed	4
294	226	cooking pot	cooking pot	6	40	7	pot	otherprop	Objects							objects	39.0	0	otherprop	0
295	91	heater	heater	6	39	6	heater	otherfurniture	Furniture					n03508101	heater.n.01	misc	40.0	0	otherprop	0
296	1072	messenger bag	messenger bag	6	37	7	bag	bag	Objects							objects	39.0	0	bag	20
297	435	stapler	stapler	6	40	7	stapler	otherprop	Objects					n04303497	stapler.n.01	objects	39.0	0	otherprop	0
298	1165	closet walls	closet wall	5	1	12	wall	wall	Wall					n04546855	wall.n.01	wall	1.0	1	wall	1
299	345	scanner	scanner	5	40	7		otherprop	Objects							appliances	37.0	0	otherprop	0
300	893	elliptical machine	elliptical machine	5	40	7	machine	otherprop	Objects							gym_equipment	33.0	0	otherprop	0
301	621	kettle	kettle	5	40	7	pot	otherprop	Objects					n03612814	kettle.n.01	objects	39.0	0	otherprop	0
302	1212	metronome	metronome	5	40	7		otherprop	Objects					n03757604	metronome.n.01	objects	39.0	0	otherprop	0
303	297	dumbell	dumbell	5	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
304	1213	music book	music book	5	23	2	book	books	Books					n02870526	book.n.11	objects	39.0	0	otherprop	0
305	1214	rice cooker	rice cooker	5	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
306	1215	dart board	dart board	5	38	7	board	otherstructure	Objects					n03162940	dartboard.n.01	objects	39.0	0	otherprop	0
307	529	sewing machine	sewing machine	5	40	7	sewing machine	otherprop	Objects					n04179913	sewing_machine.n.01	objects	39.0	0	otherprop	0
308	1216	grab bar	grab bar	5	38	7	railing	otherstructure	Objects							railing	30.0	0	otherprop	0
309	1217	flowerpot	flowerpot	5	40	7	vase	otherprop	Objects	vase		jar	3593526.0	n04522168	vase.n.01	objects	39.0	0	otherprop	0
310	1218	painting	painting	5	11	8	picture	picture	Picture					n03931044	picture.n.01	picture	6.0	11	otherprop	0
311	1219	railing	railing	5	38	7	railing	otherstructure	Objects					n04047401	railing.n.01	railing	30.0	0	otherprop	0
312	1220	stair	stair	5	38	7	stairs	otherstructure	Objects	stairs				n04314914	step.n.04	stairs	16.0	0	otherprop	0
313	525	toolbox	toolbox	5	39	6	chest	otherfurniture	Furniture					n04452615	toolbox.n.01	objects	39.0	0	otherprop	0
314	204	nerf gun	nerf gun	5	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
315	693	binders	binder	5	40	7	binder	otherprop	Objects							objects	39.0	0	otherprop	0
316	179	desk lamp	desk lamp	5	35	7	lamp	lamp	Objects	lamp		lamp	3636649.0	n03636649	lamp.n.02	lighting	28.0	0	lamp	19
317	1221	quadcopter	quadcopter	5	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
318	1222	pitcher	pitcher	5	40	7	pitcher	otherprop	Objects					n03950228	pitcher.n.02	objects	39.0	0	otherprop	0
319	1223	hanging	hanging	5	40	7		otherprop	Objects							misc	40.0	0	otherprop	0
320	1224	mail	mail	5	40	7		otherprop	Objects							misc	40.0	0	otherprop	0
321	1225	closet ceiling	closet ceiling	5	22	3	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01	ceiling	17.0	0	ceiling	13
322	1226	hoverboard	hoverboard	5	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
323	1227	beanbag chair	beanbag chair	5	39	6	bean bag	otherfurniture	Furniture					n02816656	beanbag.n.01	chair	3.0	0	otherprop	0
324	571	water heater	water heater	5	40	7	water heater	otherprop	Objects					n04560113	water_heater.n.01	misc	40.0	0	otherprop	0
325	1228	spray bottle	spray bottle	5	40	7	bottle	otherprop	Objects	bottle		bottle	2876657.0	n02876657	bottle.n.01	objects	39.0	0	otherprop	0
326	556	rope	rope	5	40	7	rope	otherprop	Objects					n04108268	rope.n.01	objects	39.0	0	otherprop	0
327	280	plastic container	plastic container	5	40	7	container	otherprop	Objects							objects	39.0	0	otherprop	0
328	1229	soap bottle	soap bottle	5	40	7	soap	otherprop	Objects							objects	39.0	0	otherprop	0
329	1230	ikea bag	ikea bag	4	37	7	bag	bag	Objects				2773838.0	n02773838	bag.n.06	objects	39.0	0	bag	20
330	1231	sleeping bag	sleeping bag	4	40	7		otherprop	Objects					n04235860	sleeping_bag.n.01	objects	39.0	0	otherprop	0
331	1232	duffel bag	duffel bag	4	37	7	bag	bag	Objects			suitcase	2773838.0	n02773838	bag.n.06	objects	39.0	0	bag	20
332	746	frying pan	frying pan	4	40	7	frying pan	otherprop	Objects					n03400231	frying_pan.n.01	objects	39.0	0	otherprop	0
333	1233	oven mitt	oven mitt	4	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
334	1234	pot	pot	4	40	7	pot	otherprop	Objects					n04235860	sleeping_bag.n.01	objects	39.0	0	otherprop	0
335	144	hand dryer	hand dryer	4	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
336	282	dollhouse	dollhouse	4	39	6	doll house	otherfurniture	Furniture					n03219483	dollhouse.n.01	objects	39.0	0	otherprop	0
337	167	shampoo bottle	shampoo bottle	4	40	7	bottle	otherprop	Objects	bottle		bottle	2876657.0	n02876657	bottle.n.01	objects	39.0	0	otherprop	0
338	1235	hair brush	hair brush	4	40	7		otherprop	Objects					n02908217	brush.n.02	objects	39.0	0	otherprop	0
339	1236	tennis racket	tennis racket	4	40	7		otherprop	Objects					n04409806	tennis_racket.n.01	objects	39.0	0	otherprop	0
340	1237	display case	display case	4	40	7	case	otherprop	Objects							objects	39.0	0	otherprop	0
341	234	ping pong table	ping pong table	4	39	6	ping pong table	otherfurniture	Furniture	table	table	table	4379243.0	n04379243	table.n.02	table	5.0	0	otherprop	0
342	563	boiler	boiler	4	40	7		otherprop	Objects							misc	40.0	0	otherprop	0
343	1238	bag of coffee beans	bag of coffee beans	4	37	7	bag	bag	Objects			suitcase	2773838.0	n02773838	bag.n.06	objects	39.0	0	bag	20
344	1239	bananas	banana	4	40	7		otherprop	Objects					n00021265	food.n.01	objects	39.0	0	otherprop	0
345	1240	carseat	carseat	4	40	7		otherprop	Objects							misc	40.0	0	otherprop	0
346	366	helmet	helmet	4	40	7		otherprop	Objects			helmet	3513137.0	n03513137	helmet.n.02	clothes	38.0	0	otherprop	0
347	816	umbrella	umbrella	4	40	7	umbrella	otherprop	Objects					n04507155	umbrella.n.01	objects	39.0	0	otherprop	0
348	1241	coffee box	coffee box	4	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
349	719	envelope	envelope	4	40	7	envelope	otherprop	Objects					n03291819	envelope.n.01	objects	39.0	0	otherprop	0
350	284	wet floor sign	wet floor sign	4	40	7	sign	otherprop	Objects							misc	40.0	0	otherprop	0
351	1242	clothing rack	clothing rack	4	39	6	stand	otherfurniture	Furniture					n04038440	rack.n.05	shelving	31.0	0	otherprop	0
352	247	controller	controller	4	40	7		otherprop	Objects					n03096960	control.n.09	objects	39.0	0	otherprop	0
353	1243	bath walls	bathroom wall	4	1	12	wall	wall	Wall					n04546855	wall.n.01	wall	1.0	1	wall	1
354	1244	podium	podium	4	39	6		otherfurniture	Furniture					n03159640	dais.n.01	furniture	36.0	0	otherprop	0
355	1245	storage box	storage box	4	29	7	box	box	Objects					n02883344	box.n.01	objects	39.0	0	otherprop	0
356	1246	dolly	dolly	4	40	7		otherprop	Objects							misc	40.0	0	otherprop	0
357	1247	shampoo	shampoo	3	40	7		otherprop	Objects					n04183516	shampoo.n.01	objects	39.0	0	otherprop	0
358	592	paper tray	paper tray	3	40	7	paper tray	otherprop	Objects							objects	39.0	0	otherprop	0
359	385	cabinet door	cabinet door	3	8	12	door	door	Wall	door						door	4.0	8	door	8
360	1248	changing station	changing station	3	40	7		otherprop	Objects							misc	40.0	0	otherprop	0
361	1249	poster printer	poster printer	3	40	7	printer	otherprop	Objects			printer	4004475.0	n04004475	printer.n.03	appliances	37.0	0	otherprop	0
362	133	screen	screen	3	40	7		otherprop	Objects					n03151077	curtain.n.01	curtain	12.0	0	otherprop	0
363	301	soap bar	soap bar	3	38	7	bar	otherstructure	Objects							objects	39.0	0	otherprop	0
364	1250	crutches	crutches	3	40	7		otherprop	Objects					n03141823	crutch.n.01	objects	39.0	0	otherprop	0
365	379	studio light	studio light	3	38	7	light	otherstructure	Objects							lighting	28.0	0	otherprop	0
366	130	stack of cups	cup	3	40	7	cup	otherprop	Objects	cup		cup or mug	3797390.0	n03797390	mug.n.04	objects	39.0	0	otherprop	0
367	1251	toilet flush button	toilet flush button	3	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
368	450	trunk	trunk	3	40	7		otherprop	Objects							misc	40.0	0	otherprop	0
369	1252	grocery bag	grocery bag	3	37	7	bag	bag	Objects			suitcase	2773838.0	n03461288	grocery_bag.n.01	objects	39.0	0	bag	20
370	316	plastic bin	plastic bin	3	40	7	bin	otherprop	Objects							objects	39.0	0	otherprop	0
371	1253	pizza box	pizza box	3	29	7	box	box	Objects							objects	39.0	0	otherprop	0
372	385	cabinet doors	cabinet door	3	3	6	cabinet	cabinet	Furniture			cabinet	2933112.0	n02933112	cabinet.n.01	door	4.0	3	cabinet	3
373	1254	legs	legs	3	31	7	person	person	Objects	person				n05217688	person.n.02	misc	40.0	0	person	16
374	461	car	car	3	40	7	car	otherprop	Objects	car		car	2958343.0	n02958343	car.n.01	misc	40.0	0	otherprop	0
375	1255	shaving cream	shaving cream	3	40	7		otherprop	Objects					n04186051	shaving_cream.n.01	objects	39.0	0	otherprop	0
376	1256	luggage stand	luggage stand	3	39	6	stand	otherfurniture	Furniture					n04038440	rack.n.05	shelving	31.0	0	otherprop	0
377	599	shredder	shredder	3	40	7		otherprop	Objects					n04210120	shredder.n.01	objects	39.0	0	otherprop	0
378	281	statue	statue	3	40	7	sculpture	otherprop	Objects					n04306847	statue.n.01	misc	40.0	0	otherprop	0
379	1257	urinal	urinal	3	33	7	toilet	toilet	Objects	toilet	toilet			n04515991	urinal.n.01	toilet	18.0	17	toilet	17
380	1258	hose	hose	3	40	7		otherprop	Objects					n03539875	hose.n.03	misc	40.0	0	otherprop	0
381	1259	bike pump	bike pump	3	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
382	319	coatrack	coatrack	3	40	7		otherprop	Objects					n03059103	coatrack.n.01	shelving	31.0	0	otherprop	0
383	1260	bear	bear	3	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
384	28	wall lamp	lamp	3	35	7	lamp	lamp	Objects	lamp		lamp	3636649.0	n03636649	lamp.n.02	lighting	28.0	0	lamp	19
385	1261	humidifier	humidifier	3	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
386	546	toothpaste	toothpaste	3	40	7	toothpaste	otherprop	Objects							objects	39.0	0	otherprop	0
387	1262	mouthwash bottle	mouthwash bottle	3	40	7	bottle	otherprop	Objects	bottle		bottle	2876657.0	n02876657	bottle.n.01	objects	39.0	0	otherprop	0
388	1263	poster cutter	poster cutter	3	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
389	1264	golf bag	golf bag	3	37	7	bag	bag	Objects			suitcase	2773838.0	n03445617	golf_bag.n.01	objects	39.0	0	bag	20
390	1265	food container	food container	3	40	7	container	otherprop	Objects					n03094503	container.n.01	objects	39.0	0	otherprop	0
391	1266	camera	camera	3	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
392	28	table lamp	lamp	3	35	7	lamp	lamp	Objects	lamp		lamp	3636649.0	n04380533	table_lamp.n.01	lighting	28.0	0	lamp	19
393	1267	yoga mat	yoga mat	3	20	5	floor mat	floor mat	Floor					n03727837	mat.n.01	floor	2.0	0	floor	2
394	1268	card	card	3	40	7		otherprop	Objects							objects	39.0	0	otherprop	0
395	1269	mug	mug	3	40	7	cup	otherprop	Objects	cup		cup or mug	3797390.0	n03797390	mug.n.04	objects	39.0	0	otherprop	0
